,Date,Births,Moon
824,April 4 2002,12262,Not Full
825,April 5 2002,12006,Not Full
826,April 6 2002,8301,Not Full
827,April 7 2002,7109,Not Full
828,April 8 2002,11706,Not Full
829,April 9 2002,12741,Not Full
830,April 10 2002,12418,Not Full
831,April 11 2002,12236,Not Full
832,April 12 2002,12272,Not Full
833,April 13 2002,8448,Not Full
834,April 14 2002,7578,Not Full
835,April 15 2002,11412,Not Full
836,April 16 2002,12847,Not Full
837,April 17 2002,12575,Not Full
838,April 18 2002,12490,Not Full
839,April 19 2002,12297,Not Full
840,April 20 2002,8224,Not Full
841,April 21 2002,7298,Not Full
842,April 22 2002,11576,Not Full
843,April 23 2002,12457,Not Full
844,April 24 2002,12297,Not Full
845,April 25 2002,12469,Not Full
846,April 26 2002,11917,Full
847,April 27 2002,8243,Not Full
848,April 28 2002,7502,Not Full
849,April 29 2002,11422,Not Full
850,April 30 2002,12666,Not Full
851,May 1 2002,12297,Not Full
852,May 2 2002,12405,Not Full
853,May 3 2002,12130,Not Full
854,May 4 2002,8215,Not Full
855,May 5 2002,7447,Not Full
856,May 6 2002,11362,Not Full
857,May 7 2002,12505,Not Full
858,May 8 2002,12334,Not Full
859,May 9 2002,12219,Not Full
860,May 10 2002,12329,Not Full
861,May 11 2002,8329,Not Full
862,May 12 2002,7487,Not Full
863,May 13 2002,11404,Not Full
864,May 14 2002,12909,Not Full
865,May 15 2002,12705,Not Full
866,May 16 2002,12609,Not Full
867,May 17 2002,12218,Not Full
868,May 18 2002,8528,Not Full
869,May 19 2002,7470,Not Full
870,May 20 2002,11788,Not Full
871,May 21 2002,12916,Not Full
872,May 22 2002,12670,Not Full
873,May 23 2002,13123,Not Full
874,May 24 2002,12775,Not Full
875,May 25 2002,8515,Not Full
876,May 26 2002,7282,Full
877,May 27 2002,7765,Not Full
878,May 28 2002,12148,Not Full
879,May 29 2002,13436,Not Full
880,May 30 2002,12963,Not Full
881,May 31 2002,12568,Not Full
882,June 1 2002,8547,Not Full
883,June 2 2002,7662,Not Full
884,June 3 2002,11433,Not Full
885,June 4 2002,12616,Not Full
886,June 5 2002,12663,Not Full
887,June 6 2002,12745,Not Full
888,June 7 2002,12280,Not Full
889,June 8 2002,8524,Not Full
890,June 9 2002,7485,Not Full
891,June 10 2002,11863,Not Full
892,June 11 2002,12713,Not Full
893,June 12 2002,12758,Not Full
894,June 13 2002,12457,Not Full
895,June 14 2002,12562,Not Full
896,June 15 2002,8708,Not Full
897,June 16 2002,7685,Not Full
898,June 17 2002,11738,Not Full
899,June 18 2002,13139,Not Full
900,June 19 2002,12598,Not Full
901,June 20 2002,12847,Not Full
902,June 21 2002,12377,Not Full
903,June 22 2002,8676,Not Full
904,June 23 2002,7661,Not Full
905,June 24 2002,11972,Full
906,June 25 2002,13425,Not Full
907,June 26 2002,13167,Not Full
908,June 27 2002,13310,Not Full
909,June 28 2002,12996,Not Full
910,June 29 2002,8994,Not Full
911,June 30 2002,7831,Not Full
912,July 1 2002,12584,Not Full
913,July 2 2002,14187,Not Full
914,July 3 2002,13626,Not Full
915,July 4 2002,9481,Not Full
916,July 5 2002,11326,Not Full
917,July 6 2002,8816,Not Full
918,July 7 2002,8080,Not Full
919,July 8 2002,12253,Not Full
920,July 9 2002,13814,Not Full
921,July 10 2002,13264,Not Full
922,July 11 2002,13215,Not Full
923,July 12 2002,12760,Not Full
924,July 13 2002,8896,Not Full
925,July 14 2002,7884,Not Full
926,July 15 2002,12370,Not Full
927,July 16 2002,13606,Not Full
928,July 17 2002,13396,Not Full
929,July 18 2002,13395,Not Full
930,July 19 2002,12900,Not Full
931,July 20 2002,8799,Not Full
932,July 21 2002,7954,Not Full
933,July 22 2002,12194,Not Full
934,July 23 2002,13630,Not Full
935,July 24 2002,13231,Full
936,July 25 2002,13345,Not Full
937,July 26 2002,12914,Not Full
938,July 27 2002,9073,Not Full
939,July 28 2002,7915,Not Full
940,July 29 2002,12148,Not Full
941,July 30 2002,13593,Not Full
942,July 31 2002,13311,Not Full
943,August 1 2002,13267,Not Full
944,August 2 2002,13127,Not Full
945,August 3 2002,8963,Not Full
946,August 4 2002,7833,Not Full
947,August 5 2002,12191,Not Full
948,August 6 2002,13407,Not Full
949,August 7 2002,13035,Not Full
950,August 8 2002,13420,Not Full
951,August 9 2002,12893,Not Full
952,August 10 2002,9078,Not Full
953,August 11 2002,7970,Not Full
954,August 12 2002,12311,Not Full
955,August 13 2002,13603,Not Full
956,August 14 2002,13302,Not Full
957,August 15 2002,13551,Not Full
958,August 16 2002,13132,Not Full
959,August 17 2002,9298,Not Full
960,August 18 2002,7925,Not Full
961,August 19 2002,12299,Not Full
962,August 20 2002,13820,Not Full
963,August 21 2002,13356,Not Full
964,August 22 2002,13232,Full
965,August 23 2002,13133,Not Full
966,August 24 2002,9086,Not Full
967,August 25 2002,7961,Not Full
968,August 26 2002,12182,Not Full
969,August 27 2002,13788,Not Full
970,August 28 2002,13398,Not Full
971,August 29 2002,13426,Not Full
972,August 30 2002,13300,Not Full
973,August 31 2002,9122,Not Full
974,September 1 2002,7947,Not Full
975,September 2 2002,8297,Not Full
976,September 3 2002,12613,Not Full
977,September 4 2002,13969,Not Full
978,September 5 2002,14021,Not Full
979,September 6 2002,13680,Not Full
980,September 7 2002,9354,Not Full
981,September 8 2002,8077,Not Full
982,September 9 2002,12875,Not Full
983,September 10 2002,13940,Not Full
984,September 11 2002,12655,Not Full
985,September 12 2002,14247,Not Full
986,September 13 2002,13028,Not Full
987,September 14 2002,9388,Not Full
988,September 15 2002,8433,Not Full
989,September 16 2002,12793,Not Full
990,September 17 2002,14241,Not Full
991,September 18 2002,13953,Not Full
992,September 19 2002,13899,Not Full
993,September 20 2002,13721,Not Full
994,September 21 2002,9613,Full
995,September 22 2002,8222,Not Full
996,September 23 2002,12795,Not Full
997,September 24 2002,14205,Not Full
998,September 25 2002,13518,Not Full
999,September 26 2002,13469,Not Full
1000,September 27 2002,13298,Not Full
1001,September 28 2002,9250,Not Full
1002,September 29 2002,7968,Not Full
1003,September 30 2002,12232,Not Full
1004,October 1 2002,13625,Not Full
1005,October 2 2002,13512,Not Full
1006,October 3 2002,13044,Not Full
1007,October 4 2002,12814,Not Full
1008,October 5 2002,8922,Not Full
1009,October 6 2002,7801,Not Full
1010,October 7 2002,11970,Not Full
1011,October 8 2002,13066,Not Full
1012,October 9 2002,12658,Not Full
1013,October 10 2002,12684,Not Full
1014,October 11 2002,12467,Not Full
1015,October 12 2002,8451,Not Full
1016,October 13 2002,7416,Not Full
1017,October 14 2002,11559,Not Full
1018,October 15 2002,12788,Not Full
1019,October 16 2002,12642,Not Full
1020,October 17 2002,12507,Not Full
1021,October 18 2002,12197,Not Full
1022,October 19 2002,8534,Not Full
1023,October 20 2002,7405,Not Full
1024,October 21 2002,11690,Full
1025,October 22 2002,13214,Not Full
1026,October 23 2002,12656,Not Full
1027,October 24 2002,12679,Not Full
1028,October 25 2002,12523,Not Full
1029,October 26 2002,8414,Not Full
1030,October 27 2002,7690,Not Full
1031,October 28 2002,11853,Not Full
1032,October 29 2002,12833,Not Full
1033,October 30 2002,12274,Not Full
1034,October 31 2002,10850,Not Full
1035,November 1 2002,12591,Not Full
1036,November 2 2002,8561,Not Full
1037,November 3 2002,7502,Not Full
1038,November 4 2002,11761,Not Full
1039,November 5 2002,12906,Not Full
1040,November 6 2002,12602,Not Full
1041,November 7 2002,12653,Not Full
1042,November 8 2002,12472,Not Full
1043,November 9 2002,8615,Not Full
1044,November 10 2002,7691,Not Full
1045,November 11 2002,11509,Not Full
1046,November 12 2002,12725,Not Full
1047,November 13 2002,12097,Not Full
1048,November 14 2002,12485,Not Full
1049,November 15 2002,12273,Not Full
1050,November 16 2002,8295,Not Full
1051,November 17 2002,7353,Not Full
1052,November 18 2002,11790,Not Full
1053,November 19 2002,12716,Full
1054,November 20 2002,12574,Not Full
1055,November 21 2002,12716,Not Full
1056,November 22 2002,12978,Not Full
1057,November 23 2002,8581,Not Full
1058,November 24 2002,7650,Not Full
1059,November 25 2002,12470,Not Full
1060,November 26 2002,13377,Not Full
1061,November 27 2002,11544,Not Full
1062,November 28 2002,7392,Not Full
1063,November 29 2002,9341,Not Full
1064,November 30 2002,8159,Not Full
1065,December 1 2002,7402,Not Full
1066,December 2 2002,11929,Not Full
1067,December 3 2002,13314,Not Full
1068,December 4 2002,12684,Not Full
1069,December 5 2002,12596,Not Full
1070,December 6 2002,11775,Not Full
1071,December 7 2002,8513,Not Full
1072,December 8 2002,7339,Not Full
1073,December 9 2002,11547,Not Full
1074,December 10 2002,12867,Not Full
1075,December 11 2002,12632,Not Full
1076,December 12 2002,12850,Not Full
1077,December 13 2002,11600,Not Full
1078,December 14 2002,8420,Not Full
1079,December 15 2002,7516,Not Full
1080,December 16 2002,12344,Not Full
1081,December 17 2002,13454,Not Full
1082,December 18 2002,13580,Not Full
1083,December 19 2002,13665,Full
1084,December 20 2002,14015,Not Full
1085,December 21 2002,9092,Not Full
1086,December 22 2002,7607,Not Full
1087,December 23 2002,11396,Not Full
1088,December 24 2002,9131,Not Full
1089,December 25 2002,6774,Not Full
1090,December 26 2002,11242,Not Full
1091,December 27 2002,13650,Not Full
1092,December 28 2002,9114,Not Full
1093,December 29 2002,8035,Not Full
1094,December 30 2002,13158,Not Full
1095,December 31 2002,12582,Not Full
1096,January 1 2003,7908,Not Full
1097,January 2 2003,11124,Not Full
1098,January 3 2003,12252,Not Full
1099,January 4 2003,8519,Not Full
1100,January 5 2003,7495,Not Full
1101,January 6 2003,11364,Not Full
1102,January 7 2003,12657,Not Full
1103,January 8 2003,12167,Not Full
1104,January 9 2003,12081,Not Full
1105,January 10 2003,12517,Not Full
1106,January 11 2003,8471,Not Full
1107,January 12 2003,7297,Not Full
1108,January 13 2003,11197,Not Full
1109,January 14 2003,12918,Not Full
1110,January 15 2003,12140,Not Full
1111,January 16 2003,12136,Not Full
1112,January 17 2003,12110,Not Full
1113,January 18 2003,8431,Full
1114,January 19 2003,7498,Not Full
1115,January 20 2003,11045,Not Full
1116,January 21 2003,12288,Not Full
1117,January 22 2003,12097,Not Full
1118,January 23 2003,12185,Not Full
1119,January 24 2003,12107,Not Full
1120,January 25 2003,8379,Not Full
1121,January 26 2003,7389,Not Full
1122,January 27 2003,11418,Not Full
1123,January 28 2003,12595,Not Full
1124,January 29 2003,12100,Not Full
1125,January 30 2003,12289,Not Full
1126,January 31 2003,11989,Not Full
1127,February 1 2003,8667,Not Full
1128,February 2 2003,7685,Not Full
1129,February 3 2003,11498,Not Full
1130,February 4 2003,12566,Not Full
1131,February 5 2003,12011,Not Full
1132,February 6 2003,12352,Not Full
1133,February 7 2003,12381,Not Full
1134,February 8 2003,8573,Not Full
1135,February 9 2003,7482,Not Full
1136,February 10 2003,11996,Not Full
1137,February 11 2003,12961,Not Full
1138,February 12 2003,12595,Not Full
1139,February 13 2003,12340,Not Full
1140,February 14 2003,13051,Not Full
1141,February 15 2003,8850,Not Full
1142,February 16 2003,7669,Full
1143,February 17 2003,10707,Not Full
1144,February 18 2003,12637,Not Full
1145,February 19 2003,12626,Not Full
1146,February 20 2003,12545,Not Full
1147,February 21 2003,12689,Not Full
1148,February 22 2003,8883,Not Full
1149,February 23 2003,7723,Not Full
1150,February 24 2003,11874,Not Full
1151,February 25 2003,12882,Not Full
1152,February 26 2003,12356,Not Full
1153,February 27 2003,12657,Not Full
1154,February 28 2003,12533,Not Full
1155,March 1 2003,8587,Not Full
1156,March 2 2003,7545,Not Full
1157,March 3 2003,12774,Not Full
1158,March 4 2003,12871,Not Full
1159,March 5 2003,12483,Not Full
1160,March 6 2003,12604,Not Full
1161,March 7 2003,12503,Not Full
1162,March 8 2003,8649,Not Full
1163,March 9 2003,7387,Not Full
1164,March 10 2003,11671,Not Full
1165,March 11 2003,12935,Not Full
1166,March 12 2003,12520,Not Full
1167,March 13 2003,12333,Not Full
1168,March 14 2003,12770,Not Full
1169,March 15 2003,8601,Not Full
1170,March 16 2003,7472,Not Full
1171,March 17 2003,11990,Not Full
1172,March 18 2003,12960,Full
1173,March 19 2003,12587,Not Full
1174,March 20 2003,12755,Not Full
1175,March 21 2003,12653,Not Full
1176,March 22 2003,8488,Not Full
1177,March 23 2003,7420,Not Full
1178,March 24 2003,11654,Not Full
1179,March 25 2003,13054,Not Full
1180,March 26 2003,12549,Not Full
1181,March 27 2003,12601,Not Full
1182,March 28 2003,12493,Not Full
1183,March 29 2003,8691,Not Full
1184,March 30 2003,7493,Not Full
1185,March 31 2003,11481,Not Full
1186,April 1 2003,12000,Not Full
1187,April 2 2003,12994,Not Full
1188,April 3 2003,12599,Not Full
1189,April 4 2003,12669,Not Full
1190,April 5 2003,8440,Not Full
1191,April 6 2003,7265,Not Full
1192,April 7 2003,11750,Not Full
1193,April 8 2003,13020,Not Full
1194,April 9 2003,12397,Not Full
1195,April 10 2003,12689,Not Full
1196,April 11 2003,12397,Not Full
1197,April 12 2003,8517,Not Full
1198,April 13 2003,7234,Not Full
1199,April 14 2003,11800,Not Full
1200,April 15 2003,13055,Not Full
1201,April 16 2003,12947,Full
1202,April 17 2003,12926,Not Full
1203,April 18 2003,11680,Not Full
1204,April 19 2003,8155,Not Full
1205,April 20 2003,7155,Not Full
1206,April 21 2003,11465,Not Full
1207,April 22 2003,12696,Not Full
1208,April 23 2003,12616,Not Full
1209,April 24 2003,12530,Not Full
1210,April 25 2003,12255,Not Full
1211,April 26 2003,8343,Not Full
1212,April 27 2003,7453,Not Full
1213,April 28 2003,11666,Not Full
1214,April 29 2003,12672,Not Full
1215,April 30 2003,12306,Not Full
1216,May 1 2003,12727,Not Full
1217,May 2 2003,12549,Not Full
1218,May 3 2003,8488,Not Full
1219,May 4 2003,7551,Not Full
1220,May 5 2003,12001,Not Full
1221,May 6 2003,13165,Not Full
1222,May 7 2003,12667,Not Full
1223,May 8 2003,12902,Not Full
1224,May 9 2003,12710,Not Full
1225,May 10 2003,8706,Not Full
1226,May 11 2003,7576,Not Full
1227,May 12 2003,12118,Not Full
1228,May 13 2003,12685,Not Full
1229,May 14 2003,12833,Not Full
1230,May 15 2003,13074,Full
1231,May 16 2003,12840,Not Full
1232,May 17 2003,8687,Not Full
1233,May 18 2003,7606,Not Full
1234,May 19 2003,12035,Not Full
1235,May 20 2003,13239,Not Full
1236,May 21 2003,13380,Not Full
1237,May 22 2003,13393,Not Full
1238,May 23 2003,13176,Not Full
1239,May 24 2003,8769,Not Full
1240,May 25 2003,7690,Not Full
1241,May 26 2003,7933,Not Full
1242,May 27 2003,12390,Not Full
1243,May 28 2003,13854,Not Full
1244,May 29 2003,13497,Not Full
1245,May 30 2003,13224,Not Full
1246,May 31 2003,8850,Not Full
1247,June 1 2003,7650,Not Full
1248,June 2 2003,12041,Not Full
1249,June 3 2003,13090,Not Full
1250,June 4 2003,12853,Not Full
1251,June 5 2003,12850,Not Full
1252,June 6 2003,12869,Not Full
1253,June 7 2003,8670,Not Full
1254,June 8 2003,7606,Not Full
1255,June 9 2003,11917,Not Full
1256,June 10 2003,13326,Not Full
1257,June 11 2003,13154,Not Full
1258,June 12 2003,13092,Not Full
1259,June 13 2003,12013,Not Full
1260,June 14 2003,8696,Full
1261,June 15 2003,7680,Not Full
1262,June 16 2003,12388,Not Full
1263,June 17 2003,13443,Not Full
1264,June 18 2003,13082,Not Full
1265,June 19 2003,12975,Not Full
1266,June 20 2003,12693,Not Full
1267,June 21 2003,8734,Not Full
1268,June 22 2003,7742,Not Full
1269,June 23 2003,12236,Not Full
1270,June 24 2003,13578,Not Full
1271,June 25 2003,13468,Not Full
1272,June 26 2003,13330,Not Full
1273,June 27 2003,12862,Not Full
1274,June 28 2003,8862,Not Full
1275,June 29 2003,7723,Not Full
1276,June 30 2003,12261,Not Full
1277,July 1 2003,13930,Not Full
1278,July 2 2003,13823,Not Full
1279,July 3 2003,13487,Not Full
1280,July 4 2003,9504,Not Full
1281,July 5 2003,8269,Not Full
1282,July 6 2003,7871,Not Full
1283,July 7 2003,12630,Not Full
1284,July 8 2003,13906,Not Full
1285,July 9 2003,13508,Not Full
1286,July 10 2003,13600,Not Full
1287,July 11 2003,13096,Not Full
1288,July 12 2003,8908,Not Full
1289,July 13 2003,7946,Full
1290,July 14 2003,12281,Not Full
1291,July 15 2003,13711,Not Full
1292,July 16 2003,13480,Not Full
1293,July 17 2003,13729,Not Full
1294,July 18 2003,13225,Not Full
1295,July 19 2003,8926,Not Full
1296,July 20 2003,8058,Not Full
1297,July 21 2003,12419,Not Full
1298,July 22 2003,13775,Not Full
1299,July 23 2003,13539,Not Full
1300,July 24 2003,13569,Not Full
1301,July 25 2003,12977,Not Full
1302,July 26 2003,8978,Not Full
1303,July 27 2003,7830,Not Full
1304,July 28 2003,12434,Not Full
1305,July 29 2003,13825,Not Full
1306,July 30 2003,13557,Not Full
1307,July 31 2003,13445,Not Full
